iter	MAPE	RMSE
935	0.2551765024	284.3722638
936	0.2551149923	284.3609052
937	0.2549886141	284.2469299
938	0.2548423664	284.1320455
939	0.2548276583	284.1121388
940	0.2546654522	284.0241636
941	0.254513273	283.8998151
942	0.2544789892	283.8808371
943	0.2544488106	283.8528064
944	0.2543732348	283.7617104
945	0.2542542721	283.6684343
946	0.2541686676	283.4995172
947	0.2541050062	283.4561788
948	0.25402123	283.3953056
949	0.2538312617	283.2664558
950	0.2536971117	283.2400171
951	0.2536104099	283.1436754
952	0.2535264192	283.0751292
953	0.2534111923	282.9818266
954	0.2533258284	282.9127419
955	0.2532296071	282.8575965
956	0.2531572249	282.7384196
957	0.2531439778	282.7032206
958	0.2531026454	282.6604732
959	0.2530336008	282.5783606
960	0.2529163587	282.4955743
961	0.2528843299	282.4349727
962	0.2528836652	282.3581111
963	0.2528378217	282.3232481
964	0.2527727246	282.2964054
965	0.2526642173	282.2458361
966	0.2526138295	282.232507
967	0.2524653628	282.1771825
968	0.2524378121	282.1253164
969	0.2523884585	282.0764083
970	0.2523316027	282.0135923
971	0.2522493926	281.966397
972	0.2522162001	281.9497518
973	0.2521242979	281.9003108
974	0.2520311776	281.7966541
975	0.2520460134	281.7890448
976	0.252004602	281.6424919
977	0.2519687193	281.5749459
978	0.2518813424	281.4910259
979	0.2518366636	281.470374
980	0.2517735075	281.4048925
981	0.2517492304	281.3802655
982	0.2517064803	281.3416771
983	0.2516527643	281.2743573
984	0.251599402	281.1882271
985	0.2516111896	281.1577549
986	0.2515830496	281.1119233
987	0.2514217215	280.8814505
988	0.2513811358	280.8270804
989	0.2513284236	280.775193
990	0.2512078136	280.7403039
991	0.2512534207	280.7036149
992	0.2512318525	280.6692844
993	0.2512057245	280.665332
994	0.2511368137	280.6377381
995	0.2510974272	280.5442026
996	0.251009783	280.4504294
997	0.2509736521	280.4070942
998	0.2509285743	280.3798299
999	0.2508566666	280.3088784
